882 4711
 668 671 0.040027
 668 672 0.040027
 668 673 0.040027
 668 676 0.013841
 668 677 0.012346
 668 681 0.250000
 668 693 0.250000
 669 670 0.151138
 669 671 0.040027
 669 672 0.040027
 669 673 0.040027
 669 676 0.013841
 669 677 0.012346
 669 681 0.250000
 669 693 0.250000
 670 671 0.040027
 670 672 0.040027
 670 673 0.040027
 670 676 0.013841
 670 677 0.012346
 670 701 0.250000
 670 716 0.250000
 670 717 0.250000
 671 672 0.040027
 671 673 0.040027
 671 676 0.013841
 671 677 0.012346
 672 673 0.040027
 672 676 0.013841
 672 677 0.012346
 672 709 0.062500
 672 710 0.062500
 673 676 0.013841
 673 677 0.012346
 674 675 0.160000
 674 676 1.000000
 674 719 0.250000
 674 762 0.250000
 675 677 1.000000
 675 761 1.000000
 678 679 0.056726
 678 680 0.056726
 678 681 0.056726
 678 682 0.056726
 678 683 0.056726
 678 684 0.056726
 678 685 0.056726
 678 697 0.023669
 678 698 0.033058
 678 699 0.023669
 678 700 0.023669
 678 713 0.033058
 678 714 0.023669
 678 715 0.023669
 678 716 1.000000
 678 718 0.033058
 678 788 0.444444
 679 680 0.056726
 679 681 0.056726
 679 682 0.056726
 679 683 0.056726
 679 684 0.056726
 679 685 0.056726
 679 697 0.023669
 679 698 0.033058
 679 699 0.023669
 679 700 0.023669
 679 713 0.033058
 679 714 0.023669
 679 715 0.023669
 679 717 1.000000
 679 718 0.033058
 679 791 0.444444
 680 681 0.056726
 680 682 0.056726
 680 683 0.056726
 680 684 0.056726
 680 685 0.056726
 680 692 1.000000
 680 697 0.023669
 680 698 0.033058
 680 699 0.023669
 680 700 0.023669
 680 713 0.033058
 680 714 0.023669
 680 715 0.023669
 680 718 0.033058
 680 794 0.444444
 681 682 0.056726
 681 683 0.056726
 681 684 0.056726
 681 685 0.056726
 681 693 0.250000
 681 697 0.023669
 681 698 0.033058
 681 699 0.023669
 681 700 0.023669
 681 713 0.033058
 681 714 0.023669
 681 715 0.023669
 681 718 0.033058
 681 797 0.444444
 682 683 0.056726
 682 684 0.056726
 682 685 0.056726
 682 694 1.000000
 682 697 0.023669
 682 698 0.033058
 682 699 0.023669
 682 700 0.023669
 682 713 0.033058
 682 714 0.023669
 682 715 0.023669
 682 718 0.033058
 682 800 0.444444
 683 684 0.056726
 683 685 0.056726
 683 697 0.023669
 683 698 0.033058
 683 699 0.023669
 683 700 0.023669
 683 713 0.033058
 683 714 0.023669
 683 715 0.023669
 683 718 0.033058
 683 803 0.444444
 684 685 0.056726
 684 697 1.023669
 684 698 0.033058
 684 699 0.023669
 684 700 0.023669
 684 713 0.033058
 684 714 0.023669
 684 715 0.023669
 684 718 0.033058
 684 806 0.444444
 685 695 1.000000
 685 697 0.023669
 685 698 0.033058
 685 699 0.023669
 685 700 0.023669
 685 713 0.033058
 685 714 0.023669
 685 715 0.023669
 685 718 0.033058
 685 809 0.444444
 686 687 0.192744
 686 688 0.192744
 686 689 0.192744
 686 696 0.192744
 686 700 0.081633
 686 703 0.250000
 686 713 0.111111
 686 718 0.081633
 686 834 1.000000
 687 688 0.192744
 687 689 0.192744
 687 696 0.192744
 687 700 0.081633
 687 703 0.250000
 687 713 0.111111
 687 718 0.081633
 687 835 1.000000
 688 689 0.192744
 688 696 0.192744
 688 700 0.081633
 688 704 0.250000
 688 713 0.111111
 688 718 0.081633
 688 836 1.000000
 689 696 0.192744
 689 700 0.081633
 689 704 0.250000
 689 713 0.111111
 689 718 0.081633
 689 837 1.000000
 690 709 1.000000
 690 714 1.000000
 690 716 1.000000
 691 711 1.000000
 691 715 1.000000
 691 717 1.000000
 692 693 0.111111
 692 694 0.111111
 692 695 0.111111
 693 694 0.111111
 693 695 0.111111
 694 695 0.111111
 696 700 0.081633
 696 706 0.250000
 696 713 0.111111
 696 718 0.081633
 696 838 1.000000
 697 699 0.023669
 697 700 0.023669
 697 714 0.023669
 697 715 0.023669
 698 713 0.033058
 698 718 0.033058
 699 700 0.023669
 699 714 0.023669
 699 715 0.023669
 699 748 0.013841
 700 714 0.023669
 700 715 0.023669
 700 718 0.081633
 701 708 0.444444
 701 716 0.250000
 701 717 0.250000
 702 708 1.000000
 702 872 1.000000
 702 875 0.444444
 703 705 1.000000
 704 705 1.000000
 705 707 1.000000
 706 707 1.000000
 706 713 0.444444
 706 882 0.444444
 707 708 1.000000
 708 718 1.000000
 709 710 0.062500
 709 711 0.444444
 710 712 0.444444
 710 714 1.000000
 711 712 0.081633
 711 878 0.081633
 712 715 1.000000
 712 878 0.081633
 713 718 0.033058
 713 882 0.444444
 714 715 0.023669
 716 717 0.250000
 719 720 0.055556
 719 721 0.055556
 719 722 0.055556
 719 723 0.055556
 719 724 0.055556
 719 725 0.055556
 719 726 0.055556
 719 727 0.055556
 719 728 0.055556
 719 729 0.055556
 719 730 0.055556
 719 762 0.250000
 719 784 1.000000
 720 721 0.055556
 720 722 0.055556
 720 723 0.055556
 720 724 0.055556
 720 725 0.055556
 720 726 0.055556
 720 727 0.055556
 720 728 0.055556
 720 729 0.055556
 720 730 0.055556
 720 760 1.000000
 720 782 1.000000
 721 722 0.055556
 721 723 0.055556
 721 724 0.055556
 721 725 0.055556
 721 726 0.055556
 721 727 0.055556
 721 728 0.055556
 721 729 0.055556
 721 730 0.055556
 721 759 1.000000
 721 780 1.000000
 722 723 0.055556
 722 724 0.055556
 722 725 0.055556
 722 726 0.055556
 722 727 0.055556
 722 728 0.055556
 722 729 0.055556
 722 730 0.055556
 722 758 1.000000
 722 778 1.000000
 723 724 0.055556
 723 725 0.055556
 723 726 0.055556
 723 727 0.055556
 723 728 0.055556
 723 729 0.055556
 723 730 0.055556
 723 757 1.000000
 723 776 1.000000
 724 725 0.055556
 724 726 0.055556
 724 727 0.055556
 724 728 0.055556
 724 729 0.055556
 724 730 0.055556
 724 756 1.000000
 724 774 1.000000
 725 726 0.055556
 725 727 0.055556
 725 728 0.055556
 725 729 0.055556
 725 730 0.055556
 725 755 1.000000
 725 772 1.000000
 726 727 0.055556
 726 728 0.055556
 726 729 0.055556
 726 730 0.055556
 726 754 1.000000
 726 770 1.000000
 727 728 0.055556
 727 729 0.055556
 727 730 0.055556
 727 753 1.000000
 727 768 1.000000
 728 729 0.055556
 728 730 0.055556
 728 766 1.000000
 728 839 1.000000
 729 730 0.055556
 729 764 1.000000
 729 840 1.000000
 730 854 0.250000
 731 732 1.015625
 731 733 0.015625
 731 734 0.015625
 731 735 0.015625
 731 736 0.015625
 731 737 0.015625
 731 738 0.015625
 731 739 0.015625
 731 740 0.015625
 731 741 0.265625
 731 742 0.444444
 731 743 0.250000
 731 744 0.250000
 731 745 1.000000
 731 749 0.444444
 732 733 0.048683
 732 734 0.048683
 732 735 0.048683
 732 736 0.048683
 732 737 0.048683
 732 738 0.048683
 732 739 0.048683
 732 740 0.048683
 732 741 0.048683
 732 742 0.033058
 732 743 0.444444
 732 745 0.444444
 733 734 0.493127
 733 735 0.048683
 733 736 0.048683
 733 737 0.048683
 733 738 0.048683
 733 739 0.048683
 733 740 0.048683
 733 741 0.048683
 733 742 0.033058
 733 743 1.000000
 733 745 0.444444
 734 735 0.493127
 734 736 0.048683
 734 737 0.048683
 734 738 0.048683
 734 739 0.048683
 734 740 0.048683
 734 741 0.048683
 734 742 0.033058
 734 744 0.444444
 734 745 0.444444
 735 736 1.048683
 735 737 0.048683
 735 738 0.048683
 735 739 0.048683
 735 740 0.048683
 735 741 0.048683
 735 742 0.033058
 735 744 1.444444
 736 737 0.493127
 736 738 0.048683
 736 739 0.048683
 736 740 0.048683
 736 741 0.048683
 736 742 0.033058
 736 744 0.444444
 737 738 0.493127
 737 739 0.048683
 737 740 0.048683
 737 741 0.048683
 737 742 0.033058
 737 744 0.888889
 738 739 0.493127
 738 740 0.048683
 738 741 0.048683
 738 742 0.033058
 738 744 0.888889
 739 740 1.048683
 739 741 0.048683
 739 742 0.033058
 739 744 1.444444
 740 741 1.048683
 740 742 0.033058
 740 744 1.000000
 741 742 0.033058
 741 743 0.250000
 741 744 0.250000
 742 749 0.444444
 743 744 0.250000
 743 745 0.444444
 744 745 1.000000
 745 746 1.000000
 746 748 1.000000
 746 749 0.444444
 746 846 0.444444
 747 748 1.000000
 747 749 1.000000
 748 750 1.000000
 749 846 0.444444
 750 874 0.111111
 751 752 0.444444
 751 775 0.111111
 751 777 0.111111
 751 779 0.111111
 751 781 0.111111
 751 783 0.111111
 751 785 0.444444
 751 882 1.000000
 752 763 0.081633
 752 765 0.081633
 752 767 0.081633
 752 769 0.081633
 752 771 0.081633
 752 773 0.081633
 752 785 0.444444
 763 765 0.081633
 763 767 0.081633
 763 769 0.081633
 763 771 0.081633
 763 773 0.081633
 765 767 0.081633
 765 769 0.081633
 765 771 0.081633
 765 773 0.081633
 767 769 0.081633
 767 771 0.081633
 767 773 0.081633
 769 771 0.081633
 769 773 0.081633
 771 773 0.081633
 775 777 0.111111
 775 779 0.111111
 775 781 0.111111
 775 783 0.111111
 777 779 0.111111
 777 781 0.111111
 777 783 0.111111
 779 781 0.111111
 779 783 0.111111
 781 783 0.111111
 786 789 0.049383
 786 792 0.049383
 786 795 0.049383
 786 798 0.049383
 786 801 0.049383
 786 804 0.049383
 786 807 0.049383
 789 792 0.049383
 789 795 0.049383
 789 798 0.049383
 789 801 0.049383
 789 804 0.049383
 789 807 0.049383
 792 795 0.049383
 792 798 0.049383
 792 801 0.049383
 792 804 0.049383
 792 807 0.049383
 795 798 0.049383
 795 801 0.049383
 795 804 0.049383
 795 807 0.049383
 798 801 0.049383
 798 804 0.049383
 798 807 0.049383
 801 804 0.049383
 801 807 0.049383
 804 807 0.049383
 810 813 0.049383
 810 816 0.049383
 810 819 0.049383
 810 822 0.049383
 810 825 0.049383
 810 828 0.049383
 810 831 0.049383
 813 816 0.049383
 813 819 0.049383
 813 822 0.049383
 813 825 0.049383
 813 828 0.049383
 813 831 0.049383
 816 819 0.049383
 816 822 0.049383
 816 825 0.049383
 816 828 0.049383
 816 831 0.049383
 819 822 0.049383
 819 825 0.049383
 819 828 0.049383
 819 831 0.049383
 822 825 0.049383
 822 828 0.049383
 822 831 0.049383
 825 828 0.049383
 825 831 0.049383
 828 831 0.049383



